film_id_x,titre,genre_principale,date_sortie_france,date_sortie_usa,image_url,synopsis_x,duree,note_moyenne,acteurs,entrees_demarrage_france,entrees_totales_france,budget_x,recette_usa,recette_reste_du_monde,recette_monde,film_url,film_image_url,release_date,duration,age_classification,producers,director,top_stars,press_rating,viewer_rating,languages,distributor,year_of_production,film_nationality,filming_secrets,fr_entry_week,us_entry_week,fr_entries,us_entries,awards,budget_y,associated_genres,press_critics_count,viewer_critics_count,synopsis_y,film_id_y,release_season,duration_minutes,producers_count,producer_1,producer_2,producer_3,producer_4,producer_5,top_stars_count,top_star_1,top_star_2,top_star_3,language_count,film_nationality_count,filming_secrets_num,fr_entry_week_period,fr_entry_week_iso_week,us_entry_week_period,us_entry_week_iso_week,fr_entries_num,us_entries_num,award_count,nomination_count,total_awards_nomination,associated_genres_count,press_critics_count_num,viewer_notes,viewer_critiques,synopsis_length
21454,Le Peuple Loup,Animation,20/10/2021,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21454-20211027071020.jpg,"En Irlande, au temps des superstitions et de la magie, Robyn, une jeune fille de 11 ans, aide son père à chasser la dernière meute de loups. Mais un jour, lors d’une battue en forêt, Robyn rencontre Mebh, petite fille le jour, louve la nuit. Désormais pour Robyn, ayant rejoint elle aussi le peuple des loups, la menace ne vient plus des loups, mais bien des hommes !",1h 43min,4,Non disponible,42 627,185 852,? $,- $,704 577 $,704 577 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=254359.html,https://fr.web.img6.acsta.net/c_310_420/pictures/20/10/30/14/00/2550303.jpg,2021-10-20,1h 43min,,"Tomm Moore,Ross Stewart,Will Collins",Tomm Moore,"Lévanah Solomon,Honor Kneafsey,Lana Ropion",4.2,4.3,Anglais,Haut et Court,2020,"Irlande,U.S.A.,Luxembourg",4 anecdotes,20 au 27 octobre 2021,,42 627,,3 nominations,-,"Aventure,Animation,Famille,Fantastique",14 critiques,"1150 notes, 60 critiques","En Irlande, au temps des superstitions et de la magie, Robyn, une jeune fille de 11 ans, aide son père à chasser la dernière meute de loups. Mais un jour, lors d’une battue en forêt, Robyn rencontre Mebh, petite fille le jour, louve la nuit. Désormais pour Robyn, ayant rejoint elle aussi le peuple des loups, la menace ne vient plus des loups, mais bien des hommes !",254359,Autumn,103.0,3,Tomm Moore,Ross Stewart,Will Collins,,,3,Lévanah Solomon,Honor Kneafsey,Lana Ropion,1,3,4,20/10/2021 – 27/10/2021,42,,0,42627,0,0,3,3,4,14,1150,60,367
21490,"Encanto, la fantastique famille Madrigal",Animation,24/11/2021,24/11/2021,https://www.jpbox-office.com/cinema/images/posters/21490-20211111084234-0.jpg,"Dans un mystérieux endroit niché au cœur des montagnes de Colombie, la fantastique famille Madrigal habite une maison enchantée dans une cité pleine de vie, un endroit merveilleux appelé Encanto. L’Encanto a doté chacun des enfants de la famille d’une faculté magique allant d’une force surhumaine au pouvoir de guérison. Seule Mirabel n’a reçu aucun don particulier. Mais lorsque la magie de l’Encanto se trouve menacée, la seule enfant ordinaire de cette famille extraordinaire va peut-être se révéler leur unique espoir…",1h 43min,4,Non disponible,526 906,3 229 762,150 000 000 $,96 093 622 $,129 500 000 $,225 593 622 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=284646.html,https://fr.web.img5.acsta.net/c_310_420/pictures/21/09/29/10/15/0378531.jpg,2021-11-24,1h 43min,,"Jared Bush,Byron Howard,Charise Castro Smith",Jared Bush,"Camille Timmerman,Stephanie Beatriz,José Garcia",3.7,3.7,Anglais,The Walt Disney Company France,2021,,17 anecdotes,24 novembre au 1 décembre 2021,26 au 29 novembre 2021,526 906,27 000 000,3 prix et 4 nominations,-,"Animation,Comédie,Famille,Fantastique",18 critiques,"9900 notes, 483 critiques","Dans un mystérieux endroit niché au cœur des montagnes de Colombie, la fantastique famille Madrigal habite une maison enchantée dans une cité pleine de vie, un endroit merveilleux appelé Encanto. L’Encanto a doté chacun des enfants de la famille d’une faculté magique allant d’une force surhumaine au pouvoir de guérison. Seule Mirabel n’a reçu aucun don particulier. Mais lorsque la magie de l’Encanto se trouve menacée, la seule enfant ordinaire de cette famille extraordinaire va peut-être se révéler leur unique espoir…",284646,Autumn,103.0,3,Jared Bush,Byron Howard,Charise Castro Smith,,,3,Camille Timmerman,Stephanie Beatriz,José Garcia,1,0,17,24 novembre au 1 décembre 2021,0,26/11/2021 – 29/11/2021,47,526906,27000000,3,4,7,4,18,9900,483,523
21003,Tous en scène 2,Animation,22/12/2021,22/12/2021,https://www.jpbox-office.com/cinema/images/posters/21003-20211218111135-0.jpg,"Si Buster et sa troupe ont fait du Nouveau Théâtre Moon la salle de concert à la mode, il est temps de voir les choses en plus grand : monter un nouveau spectacle dans la prestigieuse salle du théâtre de la Crystal Tower à Redshore City. Flanqué de sa troupe — dont Rosita la mère de famille nombreuse constamment débordée, Ash la rockeuse porc-épique, Johnny le gorille romantique, Meena l’éléphante à la timidité maladive sans oublier l’incroyable Gunter, le cochon le plus extraverti de la profession — Buster va devoir trouver comment se frayer un chemin dans les bureaux inhospitaliers de la prestigieuse Crystal Entertainment Company et atteindre son directeur, le loup du show-biz : Jimmy Crystal, qui y règne en véritable nabab. Dans un effort désespéré pour attirer l’attention de Jimmy, Gunter lance soudainement un pari fou que Buster relève sur le champ : la promesse de faire participer au spectacle le roi du rock, le lion Clay Calloway. Le problème est que… Buster n’a jamais rencontré Clay… surtout depuis que ce dernier s’est retiré de la scène 10 ans plus tôt, après avoir perdu sa femme. Mais pire que tout notre koala préféré ne se rend pas compte qu’il fait cette promesse à un escroc à l’égo surdimensionné qui préférerait défenestrer quelqu’un plutôt qu’on lui mente. Tiraillé entre les rêves de spectacle dithyrambique de Gunter et les menaces quasi littérales de Jimmy Crystal, qui en profite pour remplacer le rôle principal tenu par Rosita par sa propre fille pourrie gâtée Porsha, Buster va se mettre à la recherche de l’idole du rock pour le persuader de revenir sur scène. Ce qui avait commencé comme une course au succès va finir par rappeler à tous que la musique est le remède ultime pour tous les cœurs, même les plus brisés.",1h 50min,4,Scarlett Johansson (Voix-off - - Ash) | Gérard Lanvin (Voix-off - - Clay Calloway (VF)) | Matthew McConaughey (Voix-off - - Buster Moon) | Reese Witherspoon (Voix-off - - Rosita),1 173 587,2 675 459,85 000 000 $,162 790 990 $,241 300 000 $,404 090 990 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=253538.html,https://fr.web.img6.acsta.net/c_310_420/pictures/21/11/16/13/58/5571803.jpg,2021-12-22,1h 50min,,"Garth Jennings,Christophe Lourdelet",Garth Jennings,"Matthew McConaughey,Jenifer Bartoli,Reese Witherspoon",3.5,4.1,Anglais,Universal Pictures International France,2021,,6 anecdotes,22 au 29 décembre 2021,24 au 27 décembre 2021,1 173 587,23 760 000,,-,"Animation,Famille,Comédie musicale",21 critiques,"6529 notes, 301 critiques","Si Buster et sa troupe ont fait du Nouveau Théâtre Moon la salle de concert à la mode, il est temps de voir les choses en plus grand : monter un nouveau spectacle dans la prestigieuse salle du théâtre de la Crystal Tower à Redshore City.",253538,Winter,110.0,2,Garth Jennings,Christophe Lourdelet,,,,3,Matthew McConaughey,Jenifer Bartoli,Reese Witherspoon,1,0,6,22/12/2021 – 29/12/2021,51,24/12/2021 – 27/12/2021,51,1173587,23760000,0,0,0,3,21,6529,301,237
21931,Jardins enchantés,Animation,26/01/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21931-20220219094020.jpg,"Dans une clairière, au milieu des hautes herbes ou dans le verger du roi se cachent des mondes merveilleux : jardins envoûtants et forêts foisonnantes révèlent souvent de magnifiques secrets... À l’abri des regards, les insectes, les oiseaux et même les enfants vivent des aventures extraordinaires !",0h 44min,Non disponible,Non disponible,8 127,87 406,Non disponible,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=293147.html,https://fr.web.img3.acsta.net/c_310_420/pictures/21/10/25/18/07/2153887.jpg,2022-01-26,0h 44min,,"Déborah Cheyenne Cruchon,Judit Orosz,Nastia Voronina",Déborah Cheyenne Cruchon,,2.5,2.5,Français,Little KMBO,2021,,1 anecdote,26 janvier au 2 février 2022,,8 127,,,-,"Animation,Famille","22 notes, 1 critique","22 notes, 1 critique","Dans une clairière, au milieu des hautes herbes ou dans le verger du roi se cachent des mondes merveilleux : jardins envoûtants et forêts foisonnantes révèlent souvent de magnifiques secrets... À l’abri des regards, les insectes, les oiseaux et même les enfants vivent des aventures extraordinaires !",293147,Winter,44.0,3,Déborah Cheyenne Cruchon,Judit Orosz,Nastia Voronina,,,0,,,,1,0,1,26 janvier au 2 février 2022,0,,0,8127,0,0,0,0,2,22,22,0,300
21565,Vaillante,Animation,02/02/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21565-20211205042544-0.jpg,"Depuis qu'elle est enfant, Georgia Nolan n’a qu’une seule ambition : devenir pompier comme son père ! Hélas, à New York en 1932, les femmes n’ont pas le droit d'exercer cette profession. Quand les pompiers de la ville disparaissent un-à-un dans de mystérieux incendies dans des théâtres de Broadway, Georgia y voit une occasion en or : elle se déguise en homme et intègre l’équipe de pompiers débutants chargés d’arrêter le pyromane ! C’est le début d’une aventure aussi désopilante qu’à couper le souffle !",1h 33min,Non disponible,Kenneth Branagh (Voix-off - - Shawn Nolan) | Vincent Cassel (Voix-off - - Shawn Nolan) | Valérie Lemercier (Voix-off - - Pauline) | Alice Pol (Voix-off - - Georgia Nolan),298 029,1 353 365,? ,- $,11 088 282 $,11 088 282 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=264699.html,https://fr.web.img4.acsta.net/c_310_420/pictures/21/10/27/12/05/2804678.jpg,2022-02-02,1h 33min,Tout public,"Laurent Zeitoun,Theodore Ty,Jennica Harper",Laurent Zeitoun,"Alice Pol,Alice Pol,Vincent Cassel",3.5,3.3,Anglais,SND,2021,"France,Canada",4 anecdotes,17 au 24 novembre 2021,,302,,,-,"Animation,Comédie,Famille",15 critiques,"759 notes, 77 critiques","Depuis qu'elle est enfant, Georgia Nolan n’a qu’une seule ambition : devenir pompier comme son père ! Hélas, à New York en 1932, les femmes n’ont pas le droit d'exercer cette profession. Quand les pompiers de la ville disparaissent un-à-un dans de mystérieux incendies dans des théâtres de Broadway, Georgia y voit une occasion en or : elle se déguise en homme et intègre l’équipe de pompiers débutants chargés d’arrêter le pyromane ! C’est le début d’une aventure aussi désopilante qu’à couper le souffle !",264699,Winter,93.0,3,Laurent Zeitoun,Theodore Ty,Jennica Harper,,,3,Alice Pol,Alice Pol,Vincent Cassel,1,2,4,17/11/2021 – 24/11/2021,46,,0,302,0,0,0,0,3,15,759,77,507
21745,Alerte rouge,Animation,11/03/2022,09/02/2024,https://www.jpbox-office.com/cinema/images/posters/21745-20220306103039.jpg,"Les aventures de Meilin Lee, une jeune adolescente de 13 ans, pleine d’assurance, mais tiraillée entre son image de petite fille modèle aux yeux de sa mère hyper protectrice et le chaos de l’adolescence. Et comme si tous les changements qui s’opèrent en elle ne suffisaient pas, chaque fois qu’elle est débordée par ses émotions - ce qui, pour une ado, arrive quasiment tout le temps - elle se transforme en panda roux géant!",1h 40min,4,Non disponible,,,175 000 000 $,1 399 001 $,20 122 621 $,21 521 622 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=263058.html,https://fr.web.img3.acsta.net/c_310_420/pictures/24/02/07/12/03/4525345.jpg,2022-03-11,1h 40min,,"Domee Shi,Julia Cho",Domee Shi,"Rosalie Chiang,Sandra Oh,Ava Morse",3.6,3.5,Anglais,Walt Disney Studios Motion Pictures France,2022,,3 anecdotes,,,,,3 nominations,-,"Animation,Comédie,Famille",24 critiques,"3562 notes, 207 critiques","Les aventures de Meilin Lee, une jeune adolescente de 13 ans, pleine d’assurance, mais tiraillée entre son image de petite fille modèle aux yeux de sa mère hyper protectrice et le chaos de l’adolescence. Et comme si tous les changements qui s’opèrent en elle ne suffisaient pas, chaque fois qu’elle est débordée par ses émotions - ce qui, pour une ado, arrive quasiment tout le temps - elle se transforme en panda roux géant !",263058,Spring,100.0,2,Domee Shi,Julia Cho,,,,3,Rosalie Chiang,Sandra Oh,Ava Morse,1,0,3,,0,,0,0,0,0,3,3,3,24,3562,207,426
21947,Icare,Animation,30/03/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21947-20220326103645-0.jpg,"Sur l’île de Crète, chaque recoin est un terrain de jeu pour Icare, le fils du grand inventeur Dédale. Lors d'une exploration près du palais de Cnossos, le petit garçon fait une étrange découverte : un enfant à tête de taureau y est enfermé sur l’ordre du roi Minos. En secret de son père, Icare va pourtant se lier d’amitié avec le jeune minotaure nommé Astérion. Mais le destin bascule quand ce dernier est emmené dans un labyrinthe. Icare pourra-t-il sauver son ami et changer le cours d’une histoire écrite par les dieux ?",1h 16min,Non disponible,Camille Cottin (Voix-off - - Ariane),18 155,85 555,? ,- $,497 267 $,497 267 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=296976.html,https://fr.web.img4.acsta.net/c_310_420/pictures/22/02/07/13/47/1546084.jpg,2022-03-30,1h 16min,,"Carlo Vogele,Isabelle Andrivet",Carlo Vogele,"Camille Cottin,Niels Schneider,Féodor Atkine",3.7,3.9,"Anglais, Flamand, Français",Bac Films,2021,"Luxembourg,Belgique,France",5 anecdotes,30 mars au 6 avril 2022,,18 155,,,-,Animation,19 critiques,"340 notes, 40 critiques","Sur l’île de Crète, chaque recoin est un terrain de jeu pour Icare, le fils du grand inventeur Dédale. Lors d'une exploration près du palais de Cnossos, le petit garçon fait une étrange découverte : un enfant à tête de taureau y est enfermé sur l’ordre du roi Minos. En secret de son père, Icare va pourtant se lier d’amitié avec le jeune minotaure nommé Astérion. Mais le destin bascule quand ce dernier est emmené dans un labyrinthe. Icare pourra-t-il sauver son ami et changer le cours d’une histoire écrite par les dieux ?",296976,Spring,76.0,2,Carlo Vogele,Isabelle Andrivet,,,,3,Camille Cottin,Niels Schneider,Féodor Atkine,3,3,5,30 mars au 6 avril 2022,0,,0,18155,0,0,0,0,1,19,340,40,526
21945,Les Bad Guys,Animation,06/04/2022,22/04/2022,https://www.jpbox-office.com/cinema/images/posters/21945-20220312101355-0.jpg,"LES BAD GUYS, la nouvelle comédie d’aventures de Dreamworks Animations, inspirée par la série éponyme de livres pour enfants à succès, met en scène une bande d’animaux, redoutables criminels de haut vol, qui sont sur le point de commettre leur méfait le plus éclatant : devenir des citoyens respectables.

Ces cinq compères sont tristement célèbres pour leurs aptitudes respectives au crime :

- M. Loup, le fringant pickpocket
- M. Serpent, le perceur de coffre forts blasé
- M. Requin, l’expert en camouflage au sang très très froid
- M. Piranha, le gros bras excessivement soupe au lait de la bande
- Mlle Tarentule, la pirate informatique dont les talents de hacker sont aussi aiguisés que sa langue.

Mais après des années d’incalculables méfaits, ceux qui sont devenus sans conteste les malfrats les plus recherchés du monde, finissent par se faire arrêter. Mr Loup conclut alors un marché (qu’il n’a évidemment pas l’intention d’honorer) afin de s’éviter ainsi qu’à ses compères, bien des années en prison : les Bad Guys vont devenir honorables.

Sous la tutelle de leur nouveau mentor, un cochon d’Inde aussi adorable qu’arrogant, le Professeur Marmelade, les Bad Guys sont bien partis pour rouler leur monde et faire croire à tous qu’ils ont changé. Mais ce faisant, Mr Loup commence à comprendre que faire vraiment le bien pourrait être la clef de ce qui lui a toujours manqué : la reconnaissance. Alors qu’un nouveau méchant s’en prend à la ville, va-t-il pouvoir persuader ses acolytes de le suivre sur le chemin de la rédemption et de devenir enfin des gentils ?",1h 40min,4,Sam Rockwell (Voix-off - - M. Loup),259 472,1 122 875,80 000 000 $,97 233 630 $,153 180 732 $,250 414 362 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=263272.html,https://fr.web.img4.acsta.net/c_310_420/pictures/22/01/19/15/01/1022416.jpg,2022-04-06,1h 40min,,"Pierre Perifel,Etan Cohen,Hilary Winston",Pierre Perifel,"Pierre Niney,Sam Rockwell,Igor Gotesman",3.6,3.9,Anglais,Universal Pictures International France,2022,,12 anecdotes,06 au 13 avril 2022,22 au 25 avril 2022,259 472,24 000 000,,-,"Aventure,Animation,Comédie,Famille",19 critiques,"2638 notes, 166 critiques","LES BAD GUYS, la nouvelle comédie d’aventures de Dreamworks Animations, inspirée par la série éponyme de livres pour enfants à succès, met en scène une bande d’animaux, redoutables criminels de haut vol, qui sont sur le point de commettre leur méfait le plus éclatant : devenir des citoyens respectables.",263272,Spring,100.0,3,Pierre Perifel,Etan Cohen,Hilary Winston,,,3,Pierre Niney,Sam Rockwell,Igor Gotesman,1,0,12,06/04/2022 – 13/04/2022,14,22/04/2022 – 25/04/2022,16,259472,24000000,0,0,0,4,19,2638,166,304
21456,Buzz l'éclair,Animation,22/06/2022,17/06/2022,https://www.jpbox-office.com/cinema/images/posters/21456-20220618112947-0.jpg,"La véritable histoire du légendaire Ranger de l’espace qui, depuis, a inspiré le jouet que nous connaissons tous. Après s’être échoué avec sa commandante et son équipage sur une planète hostile située à 4,2 millions d’années-lumière de la Terre, Buzz l’Eclair tente de ramener tout ce petit monde sain et sauf à la maison. Pour cela, il peut compter sur le soutien d’un groupe de jeunes recrues ambitieuses et sur son adorable chat robot, Sox. Mais l’arrivée du terrible Zurg et de son armée de robots impitoyables ne va pas leur faciliter la tâche, d’autant que ce dernier a un plan bien précis en tête…",1h 40min,3,Chris Evans (Voix-off - - Buzz Lightyear),482 715,1 547 047,200 000 000 $,118 307 188 $,100 311 583 $,218 618 771 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=288842.html,https://fr.web.img4.acsta.net/c_310_420/pictures/22/05/05/17/04/3493146.jpg,2022-06-22,1h 45min,,"Angus MacLane,Jason Headley",Angus MacLane,"François Civil,Chris Evans,Lyna Khoudri",3.1,3.4,Anglais,The Walt Disney Company France,2022,,14 anecdotes,22 au 29 juin 2022,17 au 20 juin 2022,482 715,51 000 000,,-,"Aventure,Animation,Comédie,Famille,Science Fiction",32 critiques,"5124 notes, 362 critiques","La véritable histoire du légendaire Ranger de l’espace qui, depuis, a inspiré le jouet que nous connaissons tous. Après s’être échoué avec sa commandante et son équipage sur une planète hostile située à 4,2 millions d’années-lumière de la Terre, Buzz l’Eclair tente de ramener tout ce petit monde sain et sauf à la maison. Pour cela, il peut compter sur le soutien d’un groupe de jeunes recrues ambitieuses et sur son adorable chat robot, Sox. Mais l’arrivée du terrible Zurg et de son armée de robots impitoyables ne va pas leur faciliter la tâche, d’autant que ce dernier a un plan bien précis en tête…",288842,Summer,105.0,2,Angus MacLane,Jason Headley,,,,3,François Civil,Chris Evans,Lyna Khoudri,1,0,14,22/06/2022 – 29/06/2022,25,17/06/2022 – 20/06/2022,24,482715,51000000,0,0,0,5,32,5124,362,604
22170,One Piece Film - Red,Animation,10/08/2022,04/11/2022,https://www.jpbox-office.com/cinema/images/posters/22170-20220626112430-0.jpg,"Luffy et son équipage s’apprêtent à assister à un festival de musique attendu avec impatience. La chanteuse la plus populaire du monde, Uta, va monter sur scène pour la première fois. Celle qui n’est autre que la fille du légendaire pirate Shanks Le Roux va révéler la puissance exceptionnelle de sa voix qui pourrait bien changer le monde…",1h 55min,Non disponible,Non disponible,575 182,979 675,? $,12 775 324 $,193 400 000 $,206 175 324 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=298674.html,https://fr.web.img2.acsta.net/c_310_420/pictures/22/06/08/13/18/5161934.jpg,2022-08-10,1h 55min,,"Goro Taniguchi,Tsutomu Kuroiwa",Goro Taniguchi,"Stephane Excoffier,Mayumi Tanaka,Hoshi",3.0,2.8,Japonais,Pathé Films,2022,,3 anecdotes,10 au 17 août 2022,04 au 7 novembre 2022,575 182,9 323 267,,-,"Aventure,Animation,Comédie",16 critiques,"1737 notes, 325 critiques","Luffy et son équipage s’apprêtent à assister à un festival de musique attendu avec impatience. La chanteuse la plus populaire du monde, Uta, va monter sur scène pour la première fois. Celle qui n’est autre que la fille du légendaire pirate Shanks Le Roux va révéler la puissance exceptionnelle de sa voix qui pourrait bien changer le monde…",298674,Summer,115.0,2,Goro Taniguchi,Tsutomu Kuroiwa,,,,3,Stephane Excoffier,Mayumi Tanaka,Hoshi,1,0,3,10/08/2022 – 17/08/2022,32,04/11/2022 – 07/11/2022,44,575182,9323267,0,0,0,3,16,1737,325,340
22218,Dragon Ball Super: Super Hero,Animation,05/10/2022,19/08/2022,https://www.jpbox-office.com/cinema/images/posters/22218-20220829103307-0.jpg,"L'armée du Ruban Rouge avait été détruite par Son Goku, mais des individus ont décidé de la faire renaître. Ils ont ainsi créé les cyborgs ultimes, Gamma 1 et Gamma 2. Autoproclamés les « Super Héros », ils lancent une attaque contre Piccolo et Son Gohan. Quel est le but de cette nouvelle organisation du Ruban Rouge ? Face à ce danger qui se rapproche, il est temps pour les vrais héros de se réveiller !",1h 40min,2,Non disponible,218 070,401 636,? $,38 112 140 $,73 400 000 $,111 512 140 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=292719.html,https://fr.web.img6.acsta.net/c_310_420/pictures/22/07/06/12/15/1536908.jpg,2022-10-05,1h 39min,,"Tetsuro Kodama,Akira Toriyama",Tetsuro Kodama,"Brigitte Lecordier,Masako Nozawa,Mark Lesser",3.0,2.7,Japonais,Sony Pictures Releasing France,2022,,11 anecdotes,05 au 12 octobre 2022,19 au 22 août 2022,218 070,21 116 360,,-,"Action,Animation,Fantastique,Arts Martiaux",11 critiques,"1082 notes, 192 critiques","L'armée du Ruban Rouge avait été détruite par Son Goku, mais des individus ont décidé de la faire renaître. Ils ont ainsi créé les cyborgs ultimes, Gamma 1 et Gamma 2. Autoproclamés les « Super Héros », ils lancent une attaque contre Piccolo et Son Gohan. Quel est le but de cette nouvelle organisation du Ruban Rouge ? Face à ce danger qui se rapproche, il est temps pour les vrais héros de se réveiller !",292719,Autumn,99.0,2,Tetsuro Kodama,Akira Toriyama,,,,3,Brigitte Lecordier,Masako Nozawa,Mark Lesser,1,0,11,05/10/2022 – 12/10/2022,40,19/08/2022 – 22/08/2022,33,218070,21116360,0,0,0,4,11,1082,192,406
22017,Le Chat Potté 2 : la dernière quête,Animation,07/12/2022,21/12/2022,https://www.jpbox-office.com/cinema/images/posters/22017-20230308063842.jpg,"Le Chat Potté découvre que sa passion pour l'aventure et son mépris du danger ont fini par lui coûter cher : il a épuisé huit de ses neuf vies, et en a perdu le compte au passage. Afin de retomber sur ses pattes notre héros velu se lance littéralement dans la quête de sa vie. Il s'embarque dans une aventure épique aux confins de la Forêt Noire afin de dénicher la mythique Étoile de l’Ultime Souhait, seule susceptible de lui rendre ses vies perdues. Mais quand il ne vous en reste qu’une, il faut savoir faire profil bas, se montrer prudent et demander de l’aide. C’est ainsi qu’il se tourne vers son ancienne partenaire et meilleure ennemie de toujours : l’ensorcelante Kitty Pattes De Velours. Le Chat Potté et la belle Kitty vont être aidés dans leur quête, à leur corps bien défendant, par Perro, un corniaud errant et galleux à la langue bien pendue et d’une inaltérable bonne humeur. Ensemble ils tenteront de garder une longueur d’avance sur la redoutable Boucles D’Or et son gang des Trois Ours, véritable famille de mafieux, mais aussi sur Little Jack Horner devenu bien grand, ou encore sur le chasseur de primes le plus féroce du coin : Le Grand Méchant Loup.",1h 40min,4,Antonio Banderas (Voix-off - - Chat Potté) | Salma Hayek (Voix-off - - Kitty Pattes De Velours),495 040,3 052 609,85 000 000 $,185 535 345 $,291 098 000 $,476 633 345 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=228395.html,https://fr.web.img4.acsta.net/c_310_420/pictures/22/06/16/09/06/2320014.jpg,2022-12-07,1h 42min,,"Joel Crawford,Januel P. Mercado,Paul Fisher (II),Tommy Swerdlow",Joel Crawford,"Boris Rehlinger,Antonio Banderas,Diane Dassigny",3.1,4.2,Anglais,Universal Pictures International France,2022,,7 anecdotes,07 au 14 décembre 2022,23 au 26 décembre 2022,502 167,12 420 000,3 nominations,-,"Aventure,Animation,Comédie,Famille",18 critiques,"6743 notes, 502 critiques","Le Chat Potté découvre que sa passion pour l'aventure et son mépris du danger ont fini par lui coûter cher : il a épuisé huit de ses neuf vies, et en a perdu le compte au passage. Afin de retomber sur ses pattes notre héros velu se lance littéralement dans la quête de sa vie. Il s'embarque dans une aventure épique aux confins de la Forêt Sombre afin de dénicher la mythique Etoile à vœu, seule susceptible de lui rendre ses vies perdues. Mais quand il ne vous en reste qu’une, il faut savoir faire profil bas, se montrer prudent et demander de l’aide. C’est ainsi qu’il se tourne vers son ancienne partenaire et meilleure ennemie de toujours : l’ensorcelante Kitty Pattes De Velours. Le Chat Potté et la belle Kitty vont être aidés dans leur quête, à leur corps bien défendant, par Perro, un corniaud errant et galleux à la langue bien pendue et d’une inaltérable bonne humeur. Ensemble ils tenteront de garder une longueur d’avance sur la redoutable Boucles D’Or et son gang des Trois Ours, véritable famille de mafieux, mais aussi sur Little Jack Horner devenu bien grand, ou encore sur le chasseur de primes le plus féroce du coin : Le Loup.",228395,Winter,102.0,4,Joel Crawford,Januel P. Mercado,Paul Fisher (II),Tommy Swerdlow,,3,Boris Rehlinger,Antonio Banderas,Diane Dassigny,1,0,7,07/12/2022 – 14/12/2022,49,23/12/2022 – 26/12/2022,51,502167,12420000,0,3,3,4,18,6743,502,1146
22442,Pinocchio par Guillermo del Toro,Animation,09/12/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22442-20221203042239.jpg,"Le réalisateur Guillermo del Toro, primé aux Oscars, revisite le conte de Carlo Collodi sur une marionnette qui, comme par magie, prend vie pour apaiser le cœur d'un sculpteur sur bois du nom de Geppetto. Cette épopée musicale et fantastique en stop-motion réalisée par Guillermo del Toro et Mark Gustafson suit les aventures de l'espiègle et désobéissant Pinocchio qui cherche sa place dans le monde.",1h 57min,Non disponible,Cate Blanchett (Voix-off - - Spazzatura) | Ewan McGregor (Voix-off - - Sebastian J. Cricket) | Ron Perlman (Voix-off - - Podesta) | Christoph Waltz (Voix-off - - Count Volpe) | Alexandre Desplat,,,Non disponible,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=207445.html,https://fr.web.img6.acsta.net/c_310_420/pictures/22/07/27/15/05/3116385.jpg,2022-12-09,1h 57min,,"Guillermo del Toro,Mark Gustafson,Patrick McHale",Guillermo del Toro,"Gregory Mann,David Bradley (IV),Ewan McGregor",4.2,4.1,Anglais,,2022,"U.S.A.,Mexique,France",-,,,,,3 prix et 4 nominations,-,"Animation,Fantastique",27 critiques,"2095 notes, 130 critiques","Le réalisateur Guillermo del Toro, primé aux Oscars, revisite le conte de Carlo Collodi sur une marionnette qui, comme par magie, prend vie pour apaiser le cœur d'un sculpteur sur bois du nom de Geppetto. Cette épopée musicale et fantastique en stop-motion réalisée par Guillermo del Toro et Mark Gustafson suit les aventures de l'espiègle et désobéissant Pinocchio qui cherche sa place dans le monde.",207445,Winter,117.0,3,Guillermo del Toro,Mark Gustafson,Patrick McHale,,,3,Gregory Mann,David Bradley (IV),Ewan McGregor,1,3,0,,0,,0,0,0,3,4,7,2,27,2095,130,401
