film_id,titre,genre_principale,date_sortie_france,date_sortie_usa,image_url,synopsis,duree,note_moyenne,acteurs,entrees_demarrage_france,entrees_totales_france,budget,recette_usa,recette_reste_du_monde,recette_monde
22129,Halloween Ends,Horreur,12/10/2022,14/10/2022,https://www.jpbox-office.com/cinema/images/posters/22129-20220911044558-0.jpg,"Quatre ans après les événements d’Halloween Kills, Laurie vit désormais avec sa petite-fille Allyson et achève d’écrire ses mémoires. Michael Myers ne s’est pas manifesté ces derniers temps. Après avoir laissé l’ombre de Michael planer sur le cours de son existence pendant des décennies, elle a enfin décidé de s’affranchir de la peur et de la colère et de se tourner vers la vie. Mais lorsqu’un jeune homme, Corey Cunningham, est accusé d’avoir assassiné un garçon qu’il gardait, Laurie devra affronter une dernière fois les forces maléfiques qui lui échappent, dans un déferlement de violence et de terreur…",1h 51min,3,Jamie Lee Curtis (Rôle principal - - Laurie Strode) | Jason Blum (Producteur),187 689,486 042,20 000 000 $,64 079 860 $,40 100 000 $,104 179 860 $
22412,La Proie du diable,Horreur,26/10/2022,28/10/2022,https://www.jpbox-office.com/cinema/images/posters/22412-20221023033713-0.jpg,"Selon les archives du Vatican, les cas de possession démoniaque ont considérablement augmenté ces dernières années. Pour y faire face, l'Église catholique a secrètement rouvert les écoles d’exorcisme. Sur ce champ de bataille spirituel, Sœur Ann, une jeune nonne, se distingue comme une combattante prometteuse. Bien qu’il soit interdit aux religieuses de pratiquer des exorcismes, un professeur détecte chez elle ce don particulier et accepte de l’initier. Mais son âme est en danger car les forces maléfiques qu'elle combat sont mystérieusement liées à son passé traumatique : le diable l’a choisie et il veut entrer…",1h 33min,3,Non disponible,209 337,404 408,? $,19 802 293 $,14 700 000 $,34 502 293 $
22013,X,Horreur,02/11/2022,18/03/2022,https://www.jpbox-office.com/cinema/images/posters/22013-20220320074126-0.jpg,"Dans une ferme isolée du Texas, une équipe de tournage arrive pour réaliser un film pornographique. Leurs hôtes, un vieux couple reclus, s'intéressent particulièrement à leurs jeunes invités. À la tombée de la nuit, l'intérêt du couple devient violent.",1h 45min,3,Non disponible,31 224,48 743,? $,11 765 309 $,2 460 108 $,14 225 417 $
22575,M3gan,Horreur,28/12/2022,06/01/2023,https://www.jpbox-office.com/cinema/images/posters/22575-20221229125518-0.jpg,"M3GAN est un miracle technologique, une cyber poupée dont l’intelligence artificielle est programmée pour être la compagne idéale des enfants et la plus sûre alliée des parents. Conçue par Gemma, la brillante roboticienne d’une entreprise de jouets, M3GAN peut écouter, observer et apprendre tout en étant à la fois l’amie et le professeur, la camarade de jeu et la protectrice de l’enfant à qui elle est liée. Quand Gemma devient tout à coup responsable de sa nièce de 8 ans, Cady, dont les parents sont soudainement décédés, elle n’est absolument pas prête à assumer son rôle. Débordée et sous pression au travail, elle décide de lier le prototype M3GAN encore en développement à la petite fille, dans une tentative désespérée de résoudre ses problèmes sur ces deux fronts. Une décision qui va entraîner d’épouvantables conséquences.",1h 41min,3,Non disponible,218 120,480 447,12 000 000 $,95 043 350 $,83 800 000 $,178 843 350 $
22263,Bodies Bodies Bodies,Horreur,02/01/2023,12/08/2022,https://www.jpbox-office.com/cinema/images/posters/22263-20220817062831-0.jpg,"Un groupe de jeunes gens riches planifie une fête dans un manoir familial, un jeu de société devient mortel et la soirée tourne mal.",1h 35min,Non disponible,Non disponible,,,? $,11 446 602 $,934 158 $,12 380 760 $
22415,Terrifier 2,Horreur,11/01/2023,06/10/2022,https://www.jpbox-office.com/cinema/images/posters/22415-20230106023639-0.jpg,"Après avoir été ressuscité par une entité sinistre, Art le Clown revient dans la ville de Miles County où il prend pour cible une adolescente et son jeune frère le soir d'Halloween.",2h 18min,4,Non disponible,34 089,70 939,250 000 $,10 640 105 $,482 538 $,11 122 643 $
22625,L'Emprise du démon,Horreur,11/01/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22625-20230113092903.jpg,"Alors qu’ils attendent leur premier enfant, Claire et Arthur décident de renouer les liens familiaux. Le jeune couple s’installe dans la vétuste entreprise de pompes funèbres tenue par Saul, le père d’Arthur. Mais l’arrivée d’un mystérieux cadavre va les faire basculer dans l’horreur : la dépouille contient une entité surnaturelle, Abyzou, qui une fois libérée, veut posséder l’enfant à venir du couple. Face à ce démon, personne n’est à l’abri…",1h 33min,3,Non disponible,85 068,167 116,? $,- $,1 173 051 $,1 173 051 $
22663,La Tour,Horreur,08/02/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22663-20230128060523-0.jpg,"Au cœur d’une cité, les habitants d'une tour se réveillent un matin et découvrent que leur immeuble est enveloppé d’un brouillard opaque, obstruant portes et fenêtres – une étrange matière noire qui dévore tout ce qui tente de la traverser. Pris au piège, les résidents tentent de s’organiser, mais pour assurer leur survie ils succombent peu à peu à leurs instincts les plus primitifs, jusqu’à sombrer dans l’horreur...",1h 29min,1,Non disponible,20 558,30 882,Non disponible,,,
22587,Scream VI,Horreur,08/03/2023,10/03/2023,https://www.jpbox-office.com/cinema/images/posters/22587-20230308065006.jpg,"Après les derniers meurtres de Ghostface, quatre survivants quittent Woodsboro pour un nouveau chapitre.",2h 03min,4,Courteney Cox (Second rôle - - Gale Weathers) | Brian Tyler,464 821,1 189 970,35 000 000 $,108 161 389 $,60 800 000 $,168 961 389 $
22826,Evil Dead Rise,Horreur,19/04/2023,21/04/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22826-20230414070325.jpg,"Alors que Beth n’a pas vu sa grande sœur Ellie depuis longtemps, elle vient lui rendre visite à Los Angeles où elle élève, seule, ses trois enfants. Mais leurs retrouvailles tournent au cauchemar, quand elles découvrent un mystérieux livre dans le sous-sol de l’immeuble, dont la lecture libère des démons qui prennent possession des vivants...",1h 37min,4,Non disponible,235 926,610 659,12 000 000 $,67 233 054 $,79 500 000 $,146 733 054 $
22709,L'Exorciste du Vatican,Horreur,10/05/2023,14/04/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22709-20230402095514.jpg,"Inspiré des véritables archives du Père Gabriele Amorth, exorciste en chef du Vatican. Le Père Gabriele Amorth enquête suite à la découverte terrifiante d'un jeune garçon possédé. Ses investigations le mèneront à dévoiler une conspiration séculaire que le Vatican a désespérement tenté de maintenir dans l'oubli.",1h 43min,4,Russell Crowe (Rôle principal - - Père Gabriele Amorth),162 899,383 962,18 000 000 $,20 009 380 $,56 626 986 $,76 636 366 $
22934,Le Croque-mitaine,Horreur,31/05/2023,02/06/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22934-20230527072733.jpg,"Sadie Harper, une jeune lycéenne, et sa petite sœur Sawyer sont encore sous le choc de la mort récente de leur mère. Dévasté par sa propre douleur, leur père Will, thérapeute de profession, ne leur prodigue ni le soutien ni l’affection qu’elles tentent de lui réclamer. Lorsqu'un patient désespéré se présente à l'improviste à leur domicile pour demander de l'aide, celui-ci fait entrer avec lui une terrifiante entité s’attaquant aux familles et se nourrissant de leurs plus grandes souffrances.",1h 38min,3,Non disponible,101 134,301 331,35 000 000 $,43 244 282 $,23 998 943 $,67 243 225 $
22849,Insidious: The Red Door,Horreur,05/07/2023,07/07/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22849-20230701113601.jpg,"Afin de se débarrasser définitivement de leurs démons, Josh et son fils Dalton, à présent étudiant, doivent plonger encore plus profondément dans le Lointain pour affronter le sombre passé de leur famille et une multitude d'esprits toujours plus inquiétants qui se cache derrière la Porte Rouge.",1h 47min,2,Rose Byrne (Second rôle - - Renai Lambert) | Jason Blum (Producteur),306 107,647 280,16 000 000 $,82 156 962 $,106 628 295 $,188 785 257 $
23045,La Maison du mal,Horreur,19/07/2023,21/07/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23045-20230724071352.jpg,"Peter, âgé de huit ans, est tourmenté par un bruit mystérieux et incessant de tapotement provenant du mur de sa chambre – mais ses parents affirment que ce n’est que le fruit de son imagination. À mesure que sa peur s'intensifie, Peter se persuade que ses parents lui cachent un terrible secret et perd toute confiance en eux, ce qui ne fait qu’accroître son angoisse et ses terreurs...",1h 28min,3,Non disponible,96 861,164 003,? $,- $,1 748 486 $,1 748 486 $
23046,La Main,Horreur,26/07/2023,28/07/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23046-20230727045242.jpg,"Lorsqu'un groupe d'amis découvre comment conjurer les esprits à l'aide d'une mystérieuse main hantée, ils deviennent accros à ce nouveau frisson, et l’expérience fait le tour des réseaux sociaux. Une seule règle à respecter : ils ne doivent pas tenir la main plus de 90 secondes. Lorsque l’un d’entre eux l’enfreint, ils vont être rattrapés par les esprits, les obligeant à choisir : à qui se fier, aux morts ou aux vivants ?",1h 34min,3,Non disponible,187 507,516 013,4 500 000 $,48 299 436 $,41 842 178 $,90 141 614 $
22346,Pearl,Horreur,16/08/2023,16/09/2022,https://www.jpbox-office.com/cinema/images/posters/22346-20220918074750-0.jpg,"Piégée dans la ferme isolée de sa famille, Pearl doit s'occuper de son père malade sous le regard autoritaire de sa mère dévote. Désireuse de mener une vie glamour comme elle l'a vu dans les films, Pearl voit ses ambitions limitées... ce qu'elle n'apprécie pas du tout !",1h 42min,4,Non disponible,,,1 000 000 $,9 423 445 $,- $,9 423 445 $
23161,Inside (2023),Horreur,06/09/2023,22/09/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23161-20230911082718.jpg,"Sam, une adolescente sans histoire, assiste à un phénomène surnaturel terrifiant dans son école. Sa meilleure amie en est la première victime. Elle sera la suivante, si ce qui est enfermé parvient à s’échapper…",1h 39min,3,Non disponible,43 573,76 531,? $,4 675 092 $,434 233 $,5 109 325 $
22584,La Nonne : La Malédiction de Sainte Lucie,Horreur,13/09/2023,08/09/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22584-20230819060955.jpg,"1956, France. Un prêtre est assassiné. Un mal se répand. Sœur Irène se retrouve une fois de plus confrontée à Valak, la nonne démoniaque.",1h 50min,3,Non disponible,464 102,1 149 099,38 500 000 $,86 267 073 $,181 790 255 $,268 057 328 $
23086,L'Exorciste - Dévotion,Horreur,11/10/2023,06/10/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23086-20230902121445.jpg,"Victor Fielding a perdu sa femme encore enceinte lors d’un tremblement de terre en Haiti 12 ans plus tôt. Depuis, il élève seul leur fille Angela qui a vu le jour malgré cette terrible catastrophe. Mais quand Angela et son amie Katherine, disparaissent dans les bois, pour n’en revenir que trois jours plus tard totalement amnésiques, une série d’évènements plus atroces les uns que les autres va confronter Victor à la quintessence du mal. Totalement désemparé il va essayer de retrouver la seule personne encore en vie qui ait assisté à ce genre d’atrocités : Chris MacNeil.",2h 01min,3,Non disponible,264 818,755 845,30 000 000 $,65 537 395 $,61 000 000 $,126 537 395 $
23084,Saw X,Horreur,25/10/2023,29/09/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23084-20230902122105.jpg,"John Kramer, le tueur au puzzle, est de retour dans le volet le plus perturbant de la franchise SAW. Les événements se situent entre SAW I et II, on y retrouve un John, malade et désespéré, qui se rend au Mexique afin de subir une opération expérimentale capable de guérir son cancer, mais il découvre que tout ceci n’est qu’une escroquerie visant des malades vulnérables et affligés. Animé d'un nouveau but, le célèbre tueur en série retourne à son œuvre, et va prendre sa revanche sur ces escrocs dans un terrible « jeu » dont il a le secret, à travers des pièges toujours plus machiavéliques et ingénieux les uns que les autres.",1h 58min,4,Non disponible,315 046,611 263,13 000 000 $,53 607 898 $,29 900 000 $,83 507 898 $
23237,Five Nights at Freddy's,Horreur,08/11/2023,27/10/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23237-20231021113035.jpg,"Mike, jeune homme perturbé, s’occupe de sa sœur Abby, âgée de 10 ans. Il est toujours hanté par la disparition, jamais élucidée, de son petit frère, survenue il y a une dizaine d’années. Récemment licencié, il a absolument besoin de retrouver un emploi pour ne pas perdre la garde d’Abby. Il accepte donc un poste de gardien de nuit, dans un restaurant désaffecté : Freddy Fazbear’s Pizzeria. Mais Mike ne tarde pas à comprendre que les apparences y sont terriblement trompeuses. Avec l’aide de Vanessa Shelly, agent de police, il est confronté, la nuit, à des phénomènes surnaturels inexplicables et bascule dans un univers cauchemardesque...",1h 49min,2,Non disponible,493 993,852 256,20 000 000 $,137 275 620 $,154 218 000 $,291 493 620 $
23220,Thanksgiving : la semaine de l'horreur,Horreur,29/11/2023,17/11/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23220-20231118120438.jpg,"Un an après qu’un Black Friday a viré au chaos, un mystérieux tueur s’inspire de la fête traditionnelle de Thanksgiving et terrorise la ville de Plymouth (Massachussetts), berceau de la célèbre fête. Alors que les habitants sont éliminés les uns après les autres, ces meurtres qui semblaient aléatoires, révèlent un plan plus vaste et sinistre. Les habitants découvriront-t-ils le tueur et survivront-t-ils à la fête... ou deviendront-t-ils les invités de son dîner de Thanksgiving complétement tordu ?",1h 47min,4,Patrick Dempsey (Rôle principal - - Shérif Newlon),75 871,157 404,15 000 000 $,31 908 884 $,11 800 000 $,43 708 884 $
23431,Follow_dead,Horreur,13/12/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23431-20231220070958.jpg,"Après qu’Adam a répondu de façon agressive à des trolls d’Internet, un mystérieux profil intitulé Dear_David « follow » ses réseaux sociaux. Dès lors, il commence à ressentir une présence maléfique dans son propre appartement. Après une série d’évènements de plus en plus terrifiants, Adam est persuadé qu’il est hanté par le fantôme d’un jeune garçon prénommé David. Que veut David ? Et jusqu’où ira-t-il ?",1h 34min,2,Non disponible,35 528,69 953,? $,- $,274 234 $,274 234 $
23486,Vermines,Horreur,27/12/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23486-20231228063728.jpg,"Face à une invasion d'araignées, les habitants d'un immeuble vont devoir survivre.",1h 45min,3,Non disponible,93 896,268 940,Non disponible,,,
23454,Night Swim,Horreur,03/01/2024,05/01/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23454-20231223013218.jpg,"Ray Waller est un ancien joueur de football américain qui a dû abandonner sa carrière en raison d’une maladie dégénérative, lors de son emménagement dans une nouvelle maison, avec sa famille : sa femme Eve, leur fille Izzy et leur plus jeune fils. Ray, contre toute attente, ne désespère pas de reprendre sa carrière et persuade toute la famille que la piscine qui se trouve dans le jardin sera parfaite pour sa rééducation et pour ses enfants. Mais cette maison cache un lourd passé et ils vont sans le vouloir réveiller une force malveillante qui va tous les précipiter aux tréfonds de l’horreur absolue.",1h 38min,3,Non disponible,96 679,183 689,15 000 000 $,32 494 740 $,16 600 000 $,49 094 740 $
23569,Amelia's Children,Horreur,31/01/2024,01/03/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23569-20240205065550.jpg,"Orphelin depuis sa naissance, Edward découvre à l’âge adulte qu’il a un jumeau et une mère qu’il ne connait pas. Avec sa petite amie Ryley, il part les rencontrer dans leur magnifique demeure isolée au cœur d’une région recluse. Les retrouvailles passées, le jeune couple se rend compte que les apparences sont trompeuses : la famille d’Edward cache un monstrueux secret. Leur visite va tourner au cauchemar…",1h 32min,2,Non disponible,57 593,139 079,? $,11 073 $,990 728 $,1 001 801 $
23610,Imaginary,Horreur,06/03/2024,08/03/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23610-20240302105220.jpg,"Lorsque Jessica retourne dans sa maison d’enfance avec sa famille, sa plus jeune belle-fille Alice développe un attachement étrange pour un ours en peluche qu’elle a trouvé dans le sous-sol et nommé Chauncey. Tout commence par des jeux innocents, mais le comportement d’Alice devient de plus en plus inquiétant. Jessica comprend alors que Chauncey est bien plus qu'un simple jouet…",1h 44min,3,Non disponible,89 440,178 521,13 000 000 $,28 009 161 $,11 314 000 $,39 323 161 $
23645,Immaculée,Horreur,20/03/2024,22/03/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23645-20240321050041.jpg,"Cecilia, une jeune religieuse américaine, s’installe dans un couvent isolé de la campagne italienne. L’accueil est chaleureux, mais rapidement Cecilia comprend que sa nouvelle demeure abrite un sinistre secret et que des choses terribles s’y produisent…",1h 29min,3,Non disponible,129 796,274 989,9 000 000 $,15 671 307 $,5 430 000 $,21 101 307 $
23660,La Malédiction : l'origine,Horreur,10/04/2024,05/04/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23660-20240329065901.jpg,"Après avoir été envoyée à Rome pour entrer au service de l'Église, une jeune Américaine se retrouve bientôt confrontée à des forces obscures qui l'amènent à remettre en question sa propre foi et à lever le voile sur une terrifiante conspiration qui entend donner naissance à l’incarnation du Mal.",2h 00min,3,Non disponible,104 374,225 367,30 000 000 $,20 092 802 $,27 300 000 $,47 392 802 $
23749,Les Cartes du mal,Horreur,01/05/2024,03/05/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23749-20240502065636.jpg,"Quand une bande d'amis transgresse sans scrupules les règles du tirage du Tarot - "" Suis une seule règle, évite le danger. Ne tire jamais des cartes que tu as trouvées. "" - ils libèrent à leur insu un esprit maléfique piégé dans les cartes maudites. Un par un, ils découvrent le sort qui les attend, et se retrouvent dans une course contre la mort pour échapper aux prédictions de leur tirage.",1h 32min,2,Non disponible,128 286,293 914,8 000 000 $,18 771 004 $,20 000 000 $,38 771 004 $
23809,When Evil Lurks,Horreur,15/05/2024,06/10/2023,https://www.jpbox-office.com/cinema/images/posters/A-2024-23809-20240601060425.jpg,"Après avoir découvert un cadavre mutilé près de leur propriété, deux frères apprennent que les événements étranges survenant dans leur village sont causés par un esprit démoniaque qui a élu domicile dans le corps purulent d’un homme. Le mal dont souffre ce dernier ne tarde pas à se répandre comme une épidémie, affectant d’autres habitants de la région.",1h 39min,3,Non disponible,22 800,43 030,? $,546 626 $,1 435 132 $,1 981 758 $
23771,Les Intrus (2024),Horreur,15/05/2024,17/05/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23771-20240511085007.jpg,"Lors d’un road-trip en amoureux, un jeune couple tombe en panne et doit s’arrêter dans un village reclus. Ils vont vivre une nuit de terreur en affrontant trois individus masqués, qui sans motif apparent, veulent les tuer.",1h 31min,3,Non disponible,80 889,179 020,8 500 000 $,35 202 562 $,6 429 400 $,41 631 962 $
23805,Les Guetteurs,Horreur,12/06/2024,07/06/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23805-20240601022752.jpg,"Perdue dans une forêt, Mina trouve refuge dans une maison déjà occupée par trois personnes. Elle va alors découvrir les règles de ce lieu très secret : chaque nuit, les habitants doivent se laisser observer par les mystérieux occupants de cette forêt. Ils ne peuvent pas les voir, mais eux regardent tout.",1h 42min,3,Dakota Fanning (Rôle principal - - Mina),94 753,184 371,30 000 000 $,19 071 404 $,12 200 000 $,31 271 404 $
23492,Sans un bruit: jour 1,Horreur,26/06/2024,28/06/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23492-20240620101157.jpg,Découvrez comment notre monde est devenu silencieux.,1h 39min,3,Non disponible,399 075,870 114,67 000 000 $,138 930 553 $,121 400 000 $,260 330 553 $
23876,Longlegs,Horreur,10/07/2024,12/07/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23876-20240705071829.jpg,"L'agent du FBI Lee Harker, une nouvelle recrue talentueuse, est affectée sur le cas irrésolu d'un tueur en série insaisissable. L’enquête, aux frontières de l’occulte, se complexifie encore lorsqu’elle se découvre un lien personnel avec le tueur impitoyable qu’elle doit arrêter avant qu'il ne prenne les vies d’autres familles innocentes.",1h 41min,3,Nicolas Cage (Rôle principal - - Longlegs),69 851,173 836,9 000 000 $,74 346 140 $,25 000 000 $,99 346 140 $
23856,MaXXXine,Horreur,31/07/2024,05/07/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23856-20240629011351.jpg,"Los Angeles, dans les années 80. Star de films pour adultes et aspirante actrice, Maxine Minx décroche enfin le rôle de ses rêves. Mais alors qu’un mystérieux tueur traque les starlettes d’Hollywood, des indices sanglants menacent de dévoiler le sombre passé de Maxine.",1h 44min,3,Kevin Bacon (Second rôle) | Tyler Bates,62 180,108 403,? $,15 097 632 $,4 900 000 $,19 997 632 $
23810,I Saw the TV Glow,Horreur,30/09/2024,03/05/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23810-20240601061912.jpg,Deux adolescents marginaux voient leur émission de télé favorite être annulée subitement. La frontière entre ce qui est réel et ce qui est de la fiction commence peu à peu à s'estomper.,1h 40min,Non disponible,Non disponible,,,? $,5 017 957 $,- $,5 017 957 $
24068,Terrifier 3,Horreur,09/10/2024,11/10/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-24068-20241010103822.jpg,"Après avoir survécu au massacre d'Halloween perpétré par Art Le Clown, Sienna et son frère tentent de reconstruire leur vie. Alors que les fêtes de fin d'année approchent, ils s'efforcent de laisser derrière eux les horreurs passées. Mais au moment où ils se croyaient enfin à l'abri, Art refait surface, bien décidé à transformer Noël en un véritable cauchemar.",2h 05min,3,Non disponible,279 026,490 237,2 000 000 $,53 981 071 $,24 862 000 $,78 843 071 $
23498,Smile 2,Horreur,16/10/2024,18/10/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23498-20240928115507.jpg,"À l’aube d’une nouvelle tournée mondiale, la star de la pop Skye Riley se met à vivre des événements aussi terrifiants qu’inexplicables. Submergée par la pression de la célébrité et devant un quotidien qui bascule de plus en plus dans l’horreur, Skye est forcée de se confronter à son passé obscur pour tenter de reprendre le contrôle de sa vie avant qu’il ne soit trop tard.",2h 12min,3,Non disponible,325 183,761 103,28 000 000 $,68 967 012 $,68 900 000 $,137 867 012 $
24037,Heretic,Horreur,27/11/2024,08/11/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-24037-20241102122901.jpg,"Deux jeunes missionnaires de l'église mormone d'une petite ville du Colorado font du porte à porte dans l'espoir de convertir les habitants. Le soir venu, après une journée infructueuse, elles décident de frapper à la porte d'une maison isolée. C'est le charmant Mr Reed qui les y accueille. Mais très vite, les jeunes femmes réalisent qu’elles sont tombées dans un piège. La maison est un véritable labyrinthe où elles ne pourront compter que sur leur ingéniosité et leur intelligence pour rester en vie...",1h 50min,3,Hugh Grant (Rôle principal - - Mr. Reed),90 358,193 623,9 000 000 $,27 986 380 $,11 851 000 $,39 837 380 $
24363,Wolf Man,Horreur,15/01/2025,17/01/2025,https://www.jpbox-office.com/cinema/images/posters/A-2025-24363-20250103103445.jpg,"Et si l’être que vous aimez se transformait en une créature à peine reconnaissable ? Père de famille vivant à San Francisco, Blake hérite de sa maison d’enfance, une vieille ferme située au fin fond de l’Oregon, lorsque son père disparaît et qu’il est considéré comme mort par les autorités. Alors que son couple bat de l’aile, Blake convainc sa femme Charlotte de changer d’air et d’aller vivre dans sa maison de l’Oregon avec leur petite fille Ginger. Mais lorsque Blake, Charlotte et leur fille arrivent près de la ferme, ils sont attaqués, en pleine nuit, par un animal invisible : tentant de prendre la fuite, ils se barricadent à l’intérieur de la maison pour se protéger contre la bête qui rôde, aux aguets. Mais au fil de la nuit, Blake commence à se métamorphoser en une créature méconnaissable…",1h 43min,3,Non disponible,78 697,137 742,25 000 000 $,20 707 280 $,9 851 000 $,30 558 280 $
24398,Companion,Horreur,29/01/2025,31/01/2025,https://www.jpbox-office.com/cinema/images/posters/A-2025-24398-20250125044216.jpg,"Josh et Iris semblent incarner le couple parfait. Mais lors d’un week-end entre amis qui vire au drame, un secret bien gardé fait tout basculer…",1h 37min,2,Non disponible,99 968,192 805,10 000 000 $,20 809 101 $,14 200 000 $,35 009 101 $
24331,Presence,Horreur,05/02/2025,24/01/2025,https://www.jpbox-office.com/cinema/images/posters/A-2025-24331-20250201122722.jpg,"Une famille emménage dans une nouvelle maison, où une mystérieuse présence hante les lieux.",1h 25min,3,Non disponible,47 151,98 385,2 000 000 $,6 897 345 $,- $,6 897 345 $
24189,The Monkey,Horreur,19/02/2025,21/02/2025,https://www.jpbox-office.com/cinema/images/posters/A-2025-24189-20241214062638.jpg,"Lorsque Bill et Hal, des jumeaux, trouvent dans le grenier un vieux jouet ayant appartenu à leur père, une série de morts atroces commence à se produire autour d'eux...",1h 38min,4,Elijah Wood (Rôle principal - - Ted) | Stephen King (D'après son oeuvre),147 508,291 416,11 000 000 $,39 100 369 $,27 200 000 $,66 300 369 $
22882,Nefarious,Horreur,28/03/2025,14/04/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22882-20250321070523.jpg,"Le jour de son exécution, un tueur en série subit une évaluation psychiatrique au cours de laquelle il prétend être un démon et affirme qu'avant la fin de son temps, le psychiatre commettra trois meurtres.",1h 37min,Non disponible,Non disponible,,,? $,5 433 685 $,- $,5 433 685 $
21012,Music,Musical,29/03/2021,12/02/2021,https://www.jpbox-office.com/cinema/images/posters/21012-20210205062159.jpg,"Zu sort tout juste de désintox lorsqu’elle apprend qu’elle devra être la nouvelle tutrice de Music, sa jeune demi-soeur autiste… Alors que Music vit le plus souvent dans son monde imaginaire et musical, Zu essaye de faire face à ses nouvelles responsabilités. Elle pourra alors compter sur Ebo, son voisin bienveillant qui lui apprendra que les obstacles de la vie peuvent être surmontés avec l’aide d’un ami ..",1h 47min,Non disponible,Kate Hudson (Rôle principal - - Zu),,,? $,- $,574 477 $,574 477 $
21194,D'où l'on vient,Musical,23/06/2021,11/06/2021,https://www.jpbox-office.com/cinema/images/posters/21194-20210601102716-0.jpg,"Au cœur de New York, le quartier de Washington Heights est celui de tous les possibles. Usnavi, propriétaire d’un petit café dans le quartier, rêve de renouer avec ses origines, en République Dominicaine. Mais tout se complique quand il croise le regard de Vanessa, une jeune femme qui rêve de devenir styliste. Leur rencontre, sur fond de danse et de musique, va chambouler leur vie de manière inattendue.",2h 23min,5,Non disponible,27 128,43 552,55 000 000 $,29 879 041 $,11 252 106 $,41 131 147 $
21673,Cendrillon (2021),Musical,03/09/2021,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21673-20211227053419.jpg,"Cendrillon est une adaptation musicale moderne qui porte un regard audacieux sur l’histoire avec laquelle les enfants du monde entier ont grandi. L’ambitieuse héroïne a de très grands rêves et avec l’aide de sa marraine la bonne fée, elle compte bien faire en sorte qu’ils se réalisent.",1h 53min,Non disponible,Pierce Brosnan (Second rôle - - Le Roi),,,Non disponible,,,
21425,Tralala,Musical,06/10/2021,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21425-20211003054047-0.jpg,"Tralala, la quarantaine, chanteur dans les rues de Paris, croise un soir une jeune femme qui lui adresse un seul message avant de disparaitre : ""Surtout ne soyez pas vous-même"". Tralala a t-il rêvé ? Il quitte la capitale et finit par retrouver à Lourdes celle dont il est déjà amoureux. Elle ne se souvient plus de lui. Mais une émouvante sexagénaire croit reconnaître en Tralala son propre fils, Pat, disparu vingt ans avant aux Etats-Unis. Tralala décide d’endosser le ""rôle"". Il va se découvrir une nouvelle famille et trouver le génie qu’il n’a jamais eu.",2h 00min,Non disponible,Mathieu Amalric (Rôle principal - - Tralala) | Josiane Balasko (Rôle principal - - Lili) | Mélanie Thierry (Rôle principal - - Jeannie),41 732,88 461,4 020 000 ,- $,623 902 $,623 902 $
21474,"Tick, Tick…Boom!",Musical,19/11/2021,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21474-20211106050557.jpg,"À l'approche de ses 30 ans, un jeune compositeur prometteur jongle entre l'amour, l'amitié et l'envie de réussir quelque chose de grandiose avant qu'il ne soit trop tard.",1h 55min,Non disponible,Andrew Garfield (Rôle principal - - Jonathan Larson),,,Non disponible,,,
