film_id,titre,genre_principale,date_sortie_france,date_sortie_usa,image_url,synopsis,duree,note_moyenne,acteurs,entrees_demarrage_france,entrees_totales_france,budget,recette_usa,recette_reste_du_monde,recette_monde
20156,L'Extraordinaire Voyage de Marona,Animation,08/01/2020,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/20156-20200215103437-0.jpg,"Victime d’un accident, Marona, une petite chienne, se remémore les différents maîtres qu’elle a connus et aimés tout au long de sa vie. Par son empathie sans faille, sa vie devient une leçon d’amour.",1h 32min,Non disponible,Non disponible,12 065,37 632,? ,- $,41 568 $,41 568 $
19778,Les Filles du Docteur March,Adaptation Livre,01/01/2020,25/12/2019,https://www.jpbox-office.com/cinema/images/posters/19778-20191209063717-0.jpg,"Une nouvelle adaptation du classique de Louisa May Alcott, narrant l'histoire de quatre filles de la classe moyenne durant la Guerre de Sécession.",2h 15min,3,Emma Watson (Rôle principal - - Meg March) | Timothée Chalamet (Second rôle - - Theodore) | Meryl Streep (Second rôle - - Tante March) | Alexandre Desplat,242 663,805 211,40 000 000 $,108 101 214 $,92 100 000 $,200 201 214 $
18940,Birds of Prey et la fabuleuse histoire de Harley Quinn,Adaptation BD,05/02/2020,07/02/2020,https://www.jpbox-office.com/cinema/images/posters/18940-20190921092213-0.jpg,"Vous connaissez l'histoire du flic, de l'oiseau chanteur, de la cinglée et de la princesse mafieuse ?
BIRDS OF PREY (ET LA FANTABULEUSE HISTOIRE D'HARLEY QUINN) est une histoire déjantée racontée par Harley en personne – d'une manière dont elle seule a le secret. Lorsque Roman Sionis, l'ennemi le plus abominable – et le plus narcissique – de Gotham, et son fidèle acolyte Zsasz décident de s'en prendre à une certaine Cass, la ville est passée au peigne fin pour retrouver la trace de la jeune fille. Les parcours de Harley, de la Chasseuse, de Black Canary et de Renee Montoya se télescopent et ce quatuor improbable n'a d'autre choix que de faire équipe pour éliminer Roman…",1h 49min,3,Margot Robbie (Rôle principal - - Harley Quinn) | Ewan McGregor (Second rôle - - Roman Sionis / Black Mask),412 178,1 047 460,84 500 000 $,84 158 461 $,117 700 000 $,201 858 461 $
18815,"Sonic, le hérisson",Adapt. Jeu Vidéo,12/02/2020,14/02/2020,https://www.jpbox-office.com/cinema/images/posters/18815-20200208100032-0.jpg,"L'histoire du hérisson bleu le plus rapide du monde qui arrive sur Terre, sa nouvelle maison. Sonic et son nouveau meilleur ami Tom font équipe pour sauver la planète du diabolique Dr. Robotnik, bien déterminé à régner sur le monde entier.",1h 40min,3,Jim Carrey (Rôle principal - - Dr. Ivo Robotnik) | Neal H. Moritz,771 015,2 113 220,95 000 000 $,146 066 470 $,168 755 633 $,314 822 103 $
21042,Uncharted,Adapt. Jeu Vidéo,16/02/2022,18/02/2022,https://www.jpbox-office.com/cinema/images/posters/21042-20220212105048-0.jpg,"Nathan Drake, voleur astucieux et intrépide, est recruté par le chasseur de trésors chevronné Victor « Sully » Sullivan pour retrouver la fortune de Ferdinand Magellan, disparue il y a 500 ans. Ce qui ressemble d’abord à un simple casse devient finalement une course effrénée autour du globe pour s’emparer du trésor avant l’impitoyable Moncada, qui est persuadé que sa famille est l’héritière légitime de cette fortune. Si Nathan et Sully réussissent à déchiffrer les indices et résoudre l’un des plus anciens mystères du monde, ils pourraient rafler la somme de 5 milliards de dollars et peut-être même retrouver le frère de Nathan, disparu depuis longtemps… mais encore faudrait-il qu’ils apprennent à travailler ensemble.",1h 55min,3,Tom Holland (Rôle principal - - Nathan Drake) | Mark Wahlberg (Rôle principal - - Victor 'Sully' Sullivan) | Antonio Banderas (Second rôle - - Moncada) | Avi Arad (Producteur),955 650,2 514 261,120 000 000 $,148 648 820 $,252 041 094 $,400 689 914 $
21590,Sonic 2 le film,Adapt. Jeu Vidéo,30/03/2022,08/04/2022,https://www.jpbox-office.com/cinema/images/posters/21590-20211219113139-0.jpg,"Bien installé dans la petite ville de Green Hills, Sonic veut maintenant prouver qu’il a l’étoffe d' un véritable héros. Un défi de taille se présente à lui quand le Dr Robotnik refait son apparition. Accompagné de son nouveau complice Knuckles, ils sont en quête d’une émeraude dont le pouvoir permettrait de détruire l’humanité toute entière. Pour s’assurer que l’émeraude ne tombe entre de mauvaises mains, Sonic fait équipe avec Tails. Commence alors un voyage à travers le monde, plein de péripéties.",2h 02min,4,Jim Carrey (Rôle principal - - Doctor Robotnik/Eggman) | Neal H. Moritz (Producteur),749 372,2 236 393,90 000 000 $,190 872 904 $,211 783 942 $,402 656 846 $
22622,Gran Turismo,Adapt. Jeu Vidéo,09/08/2023,25/08/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22622-20230513062530.jpg,"Gran Turismo retrace l'incroyable histoire vraie d'une équipe d'outsiders : un gamer issu de la classe ouvrière, un ex-pilote de course raté et un cadre idéaliste de l’industrie du sport automobile. Ensemble, ils risquent tout et s'attaquent au sport le plus élitiste au monde.",2h 14min,5,Orlando Bloom (Rôle principal - - Danny Moore),382 349,1 168 434,60 000 000 $,44 428 554 $,73 854 717 $,118 283 271 $
23534,Borderlands,Adapt. Jeu Vidéo,07/08/2024,09/08/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23534-20240410114402.jpg,"Lilith, une chasseuse de primes au passé trouble, revient à contrecœur sur sa planète natale, Pandore, la planète la plus chaotique de la galaxie… Sa mission est de retrouver la fille disparue d'Atlas, l’homme le plus puissant (et le plus méprisable) de l’univers. Pour y arriver Lilith va devoir former une alliance inattendue avec une joyeuse équipe de marginaux : Roland, un mercenaire chevronné ; Tiny Tina, une pré-ado avec un gros penchant pour la démolition ; Krieg, le protecteur musclé de Tina ; Tannis , une scientifique fantasque ; et Claptrap, un robot très bavard. Ensemble, ces héros improbables vont devoir affronter les pires espèces extraterrestres et de dangereux bandits pour découvrir les secrets les plus explosifs de Pandore. Basé sur l'une des franchises de jeux vidéo les plus vendues de tous les temps, bienvenue à BORDERLANDS !",1h 42min,3,Cate Blanchett (Rôle principal - - Lilith) | Kevin Hart (Rôle principal - - Roland) | Jamie Lee Curtis (Second rôle - - Tannis) | Jack Black (Voix-off - - Claptrap) | Avi Arad (Producteur),154 322,287 412,115 000 000 $,15 482 668 $,7 700 000 $,23 182 668 $
23503,Sonic 3,Adapt. Jeu Vidéo,25/12/2024,20/12/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23503-20241220073656.jpg,"Sonic, Knuckles et Tails se retrouvent face à un nouvel adversaire, Shadow, mystérieux et puissant ennemi aux pouvoirs inédits. Dépassée sur tous les plans, la Team Sonic va devoir former une alliance improbable pour tenter d’arrêter Shadow et protéger notre planète.",1h 50min,4,Jim Carrey (Rôle principal - - Dr. Robotnik) | Idris Elba (Voix-off - - Knuckles) | Keanu Reeves (Voix-off - - Shadow) | Neal H. Moritz (Producteur),1 224 090,2 604 338,122 000 000 $,236 115 100 $,253 500 000 $,489 615 100 $
24033,"Minecraft, Le Film",Adapt. Jeu Vidéo,02/04/2025,04/04/2025,https://www.jpbox-office.com/cinema/images/posters/A-2025-24033-20250302101330.jpg,"Bienvenue dans l’univers de Minecraft où la créativité est essentielle à la survie ! Quatre outsiders – Garrett, Henry, Natalie et Dawn – sont soudainement projetés à travers un mystérieux portail menant à La Surface – un incroyable monde cubique qui prospère grâce à l’imagination. Pour rentrer chez eux, il leur faudra maîtriser ce monde (et le protéger de créatures maléfiques comme les Piglins et les Zombies), tout en s’engageant dans une quête fantastique aux côtés de Steve, expert fabricateur. Cette aventure les poussera à être audacieux et à développer leur créativité. Autant de facultés dont ils auront besoin pour s’épanouir dans le monde réel.",1h 41min,Non disponible,Jack Black (Rôle principal - - Steve) | Jason Momoa (Rôle principal - - Garrett Garrison),-,157 152,150 000 000 $,58 000 000 $,- $,58 000 000 $
17737,Les Nouveaux mutants,Adaptation BD,26/08/2020,28/08/2020,https://www.jpbox-office.com/cinema/images/posters/17737-20200823064831-0.jpg,"Rahne Sinclair, Illyana Rasputin, Sam Guthrie et Roberto da Costa sont quatre jeunes mutants retenus dans un hôpital isolé pour suivi psychiatrique. Le Dr Cecilia Reyes, qui estime ces adolescents dangereux pour eux-mêmes comme pour la société, les surveille attentivement et s'efforce de leur apprendre à maîtriser leurs pouvoirs. Lorsqu’une nouvelle venue, Danielle Moonstar, rejoint à son tour l'établissement, d’étranges événements font leur apparition. Les jeunes mutants sont frappés d'hallucinations et de flashbacks, et leurs nouvelles capacités - ainsi que leur amitié – sont violemment mises à l'épreuve dans une lutte effrénée pour leur survie.",1h 33min,3,Non disponible,160 373,372 640,80 000 000 $,23 852 659 $,22 356 770 $,46 209 429 $
19545,Black Widow (2021),Adaptation BD,07/07/2021,09/07/2021,https://www.jpbox-office.com/cinema/images/posters/19545-20210703105103-0.jpg,"Natasha Romanoff, alias Black Widow, voit resurgir la part la plus sombre de son passé pour faire face à une redoutable conspiration liée à sa vie d’autrefois. Poursuivie par une force qui ne reculera devant rien pour l’abattre, Natasha doit renouer avec ses activités d’espionne et avec des liens qui furent brisés, bien avant qu’elle ne rejoigne les Avengers.",2h 13min,4,Scarlett Johansson (Rôle principal - - Natasha Romanoff / Veuve Noire) | Rachel Weisz (Second rôle - - Melina Vostokoff) | Kevin Feige (Producteur),909 000,1 717 172,200 000 000 $,183 651 655 $,195 979 696 $,379 631 351 $
19588,Shang-Chi et la Légende des Dix Anneaux,Adaptation BD,01/09/2021,03/09/2021,https://www.jpbox-office.com/cinema/images/posters/19588-20210828114742-0.jpg,Shang-Chi va devoir affronter un passé qu’il pensait avoir laissé derrière lui lorsqu’il est pris dans la toile de la mystérieuse organisation des dix anneaux.,2h 12min,4,Non disponible,481 173,1 412 388,175 000 000 $,224 543 292 $,207 686 762 $,432 230 054 $
20006,Les Eternels,Adaptation BD,03/11/2021,05/11/2021,https://www.jpbox-office.com/cinema/images/posters/20006-20211023114606-0.jpg,"Depuis l’aube de l’humanité, les Éternels, un groupe de héros venus des confins de l’univers, protègent la Terre. Lorsque les Déviants, des créatures monstrueuses que l’on croyait disparues depuis longtemps, réapparaissent mystérieusement, les Éternels sont à nouveau obligés de se réunir pour défendre l’humanité…",2h 37min,3,Salma Hayek (Rôle principal - - Ajak) | Angelina Jolie (Rôle principal - - Thena) | Kevin Feige (Producteur),775 467,1 706 150,200 000 000 $,164 870 234 $,236 100 000 $,400 970 234 $
21065,Spider-Man: No Way Home,Adaptation BD,15/12/2021,17/12/2021,https://www.jpbox-office.com/cinema/images/posters/21065-20211111084515-0.jpg,"Pour la première fois dans son histoire cinématographique, Spider-Man, le héros sympa du quartier est démasqué et ne peut désormais plus séparer sa vie normale de ses lourdes responsabilités de super-héros. Quand il demande de l'aide à Doctor Strange, les enjeux deviennent encore plus dangereux, le forçant à découvrir ce qu'être Spider-Man signifie véritablement.",2h 28min,4,Benedict Cumberbatch (Rôle principal - - Docteur Strange) | Tom Holland (Rôle principal - - Peter Parker / Spider-Man) | Willem Dafoe (Second rôle - - Green Goblin) | Jamie Foxx (Second rôle - - Max Dillon / Electro) | Andrew Garfield (Apparition - - Peter Parker / Spider-Man) | Tobey Maguire (Apparition - - Peter Parker / Spider-Man) | Kevin Feige (Producteur) | Avi Arad (Producteur délégué),2 867 515,7 319 651,200 000 000 $,804 793 477 $,1 087 000 000 $,1 891 793 477 $
20754,The Batman,Adaptation BD,02/03/2022,04/03/2022,https://www.jpbox-office.com/cinema/images/posters/A-2022-20754-20230309062634.jpg,"Deux années à arpenter les rues en tant que Batman et à insuffler la peur chez les criminels ont mené Bruce Wayne au coeur des ténèbres de Gotham City. Avec seulement quelques alliés de confiance - Alfred Pennyworth, le lieutenant James Gordon - parmi le réseau corrompu de fonctionnaires et de personnalités de la ville, le justicier solitaire s'est imposé comme la seule incarnation de la vengeance parmi ses concitoyens. Lorsqu'un tueur s'en prend à l'élite de Gotham par une série de machinations sadiques, une piste d'indices cryptiques envoie le plus grand détective du monde sur une enquête dans la pègre, où il rencontre des personnages tels que Selina Kyle, alias Catwoman, Oswald Cobblepot, alias le Pingouin, Carmine Falcone et Edward Nashton, alias l’Homme-Mystère. Alors que les preuves s’accumulent et que l'ampleur des plans du coupable devient clair, Batman doit forger de nouvelles relations, démasquer le coupable et rétablir un semblant de justice au milieu de l’abus de pouvoir et de corruption sévissant à Gotham City depuis longtemps.",2h 13min,4,Paul Dano (Rôle principal - - Edward Nashton / Riddler) | Colin Farrell (Rôle principal - - Le Pingouin) | Robert Pattinson (Rôle principal - - Bruce Wayne/Batman),1 165 588,3 032 965,185 000 000 $,369 345 583 $,398 217 353 $,767 562 936 $
19544,Doctor Strange in the Multiverse of Madness,Adaptation BD,04/05/2022,06/05/2022,https://www.jpbox-office.com/cinema/images/posters/19544-20220501120434-0.jpg,"Dans ce nouveau film Marvel Studios, l’univers cinématographique Marvel déverrouille et repousse les limites du multivers encore plus loin. Voyagez dans l’inconnu avec Doctor Strange, qui avec l’aide d’anciens et de nouveaux alliés mystiques, traverse les réalités hallucinantes et dangereuses du multivers pour affronter un nouvel adversaire mystérieux.",2h 06min,3,Benedict Cumberbatch (Rôle principal - - Dr. Stephen Strange) | Kevin Feige (Producteur),1 438 287,3 391 204,200 000 000 $,411 331 607 $,540 893 379 $,952 224 986 $
19543,Thor: Love And Thunder,Adaptation BD,13/07/2022,08/07/2022,https://www.jpbox-office.com/cinema/images/posters/19543-20220626113431-0.jpg,"Alors que Thor est en pleine introspection et en quête de sérénité, sa retraite est interrompue par un tueur galactique connu sous le nom de Gorr, qui s’est donné pour mission d’exterminer tous les dieux. Pour affronter cette menace, Thor demande l’aide de Valkyrie, de Korg et de son ex-petite amie Jane Foster, qui, à sa grande surprise, manie inexplicablement son puissant marteau, le Mjolnir. Ensemble, ils se lancent dans une dangereuse aventure cosmique pour comprendre les motivations qui poussent Gorr à la vengeance et l’arrêter avant qu’il ne soit trop tard.",1h 59min,3,Christian Bale (Rôle principal - - Gorr le Boucher) | Chris Hemsworth (Rôle principal - - Thor) | Natalie Portman (Rôle principal - - Jane Foster / The Mighty Thor) | Russell Crowe (Second rôle - - Zeus) | Chris Pratt (Second rôle - - Peter Quill / Star-Lord) | Matt Damon (Apparition - - Fake Loki) | Melissa McCarthy (Apparition - - Fake Hela) | Sam Neill (Apparition - - Fake Odin) | Vin Diesel (Voix-off - - Groot) | Kevin Feige (Producteur),1 150 926,2 943 419,250 000 000 $,343 256 830 $,401 990 020 $,745 246 850 $
22319,La Page blanche,Adaptation BD,31/08/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22319-20220908120357-0.jpg,"Eloïse se retrouve assise seule sur un banc parisien. Qui est-elle ? Que fait-elle là ? Elle ne se souvient de rien ! Elle se lance alors dans une enquête, pleine de surprises, pour découvrir qui elle est. Et si cette amnésie lui permettait de trouver qui elle est, qui elle aime, et de réinventer sa vie ?",1h 40min,3,Sara Giraudeau (Rôle principal - - Eloïse),56 502,114 786,Non disponible,,,
22276,Spider-Man : No Way Home - Version longue,Adaptation BD,07/09/2022,02/09/2022,https://www.jpbox-office.com/cinema/images/posters/22276-20220828010436-0.jpg,"Pour la première fois dans son histoire cinématographique, Spider-Man, le héros sympa du quartier est démasqué et ne peut désormais plus séparer sa vie normale de ses lourdes responsabilités de super-héros. Quand il demande de l'aide à Doctor Strange, les enjeux deviennent encore plus dangereux, le forçant à découvrir ce qu'être Spider-Man signifie véritablement.",2h 37min,Non disponible,Benedict Cumberbatch (Rôle principal - - Docteur Strange) | Tom Holland (Rôle principal - - Peter Parker / Spider-Man) | Willem Dafoe (Second rôle - - Green Goblin) | Jamie Foxx (Second rôle - - Max Dillon / Electro) | Andrew Garfield (Apparition - - Peter Parker / Spider-Man) | Tobey Maguire (Apparition - - Peter Parker / Spider-Man) | Kevin Feige (Producteur) | Avi Arad (Producteur délégué),42 098,68 193,200 000 000 $,9 321 593 $,2 600 000 $,11 921 593 $
21348,Black Panther: Wakanda Forever,Adaptation BD,09/11/2022,11/11/2022,https://www.jpbox-office.com/cinema/images/posters/21348-20221030070116-0.jpg,"La suite des aventures du Roi du Wakanda, alias Black Panther.",2h 41min,4,Angela Basset (Second rôle - - Ramonda) | Michael B. Jordan (Second rôle - - Erik Killmonger) | Kevin Feige (Producteur),1 692 183,3 743 149,250 000 000 $,453 829 060 $,401 400 000 $,855 229 060 $
21978,Shazam! La Rage des Dieux,Adaptation BD,29/03/2023,17/03/2023,https://www.jpbox-office.com/cinema/images/posters/21978-20221127085409-0.jpg,"Suite des aventures de Billy Batson, ado capable de devenir un super-héros adulte lorsqu'il prononce le mot ""Shazam !""",2h 10min,3,Helen Mirren (Second rôle - - Hespera) | Gal Gadot (Apparition - - Diana Price / Wonder Woman),262 525,474 659,125 000 000 $,57 638 006 $,76 200 000 $,133 838 006 $
22223,Les Gardiens de la Galaxie 3,Adaptation BD,03/05/2023,05/05/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22223-20230423104554.jpg,"Notre bande de marginaux favorite a quelque peu changé. Peter Quill, qui pleure toujours la perte de Gamora, doit rassembler son équipe pour défendre l’univers et protéger l’un des siens. En cas d’échec, cette mission pourrait bien marquer la fin des Gardiens tels que nous les connaissons",2h 30min,4,Chris Pratt (Rôle principal - - Peter Quill / Star-Lord) | Sylvester Stallone (Second rôle - - Stakar Ogord) | Bradley Cooper (Voix-off - - Rocket Raccoon) | Vin Diesel (Voix-off - - Groot) | Kevin Feige (Producteur),1 323 124,3 436 824,250 000 000 $,358 995 815 $,486 526 579 $,845 522 394 $
21752,The Flash,Adaptation BD,14/06/2023,16/06/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-21752-20230610114802.jpg,"Les réalités s’affrontent dans THE FLASH lorsque Barry se sert de ses super-pouvoirs pour remonter le temps et modifier son passé. Mais ses efforts pour sauver sa famille ne sont pas sans conséquences sur l’avenir, et Barry se retrouve pris au piège d’une réalité où le général Zod est de retour, menaçant d’anéantir la planète, et où les super-héros ont disparu. À moins que Barry ne réussisse à tirer de sa retraite un Batman bien changé et à venir en aide à un Kryptonien incarcéré, qui n’est pas forcément celui qu’il recherche. Barry s’engage alors dans une terrible course contre la montre pour protéger le monde dans lequel il est et retrouver le futur qu’il connaît. Mais son sacrifice ultime suffira-t-il à sauver l’univers ?",2h 24min,4,Ben Affleck (Rôle principal - - Bruce Wayne / Batman) | Michael Keaton (Rôle principal - - Bruce Wayne / Batman) | Jeremy Irons (Second rôle - - Alfred) | Nicolas Cage (Apparition - - Superman) | George Clooney (Apparition - - Bruce Wayne / Batman) | Jason Momoa (Apparition - - Arthur Curry / Aquaman),388 700,855 680,220 000 000 $,108 133 313 $,162 500 000 $,270 633 313 $
23028,Astérix et Obélix: Mission Cléopatre (Rep. 2023),Adaptation BD,05/07/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/23028-20230710061803.jpg,"En 52 avant Jésus-Christ, si toute la Gaule n'est pas occupée, l'Egypte de Cléopâtre est, elle, sous le joug de l'empire romain. 
Pis, Cléopâtre s'est choisi pour jules, César, empereur du plus grand des peuples.
Ulcérée par les sarcasmes de César, la fière et sublime reine lui propose un pari: si elle parvient à lui faire construire le plus somptueux des palais dans un délai de trois mois, en plein désert, il devra concéder publiquement que le peuple égyptien est le plus grand de tous les peuples. 
Pour mener à bien cette entreprise, Cléopâtre va faire appel à l'architecte Numérobis...",1h 47min,3,Christian Clavier (Rôle principal - - Astérix) | Jamel Debbouze (Rôle principal - - Numérobis) | Gérard Depardieu (Rôle principal - - Obélix) | Edouard Baer (Second rôle - - Otis) | Monica Bellucci (Second rôle - - Cléopâtre) | Alain Chabat (Second rôle - - César) | Marina Foïs (Apparition - - Sucettalanis) | Mathieu Kassovitz (Apparition - - physionomiste du banquet) | Jean-Paul Rouve (Apparition) | Claude Berri (Producteur) | René Goscinny (D'après son oeuvre),183 334,407 898,50 300 000 ,- $,3 088 070 $,3 088 070 $
22583,Blue Beetle,Adaptation BD,16/08/2023,18/08/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22583-20230811071510.jpg,"Fraîchement diplômé de l’université, Jaime Reyes rentre chez lui, plein d’ambitions, mais il découvre que la situation a bien changé depuis son départ. Tandis qu’il cherche sa place dans le monde, le destin s’en mêle : Jaime se retrouve par hasard en possession du Scarabée, une ancienne relique d’une biotechnologie extraterrestre. Dès lors que le Scarabée choisit de faire de Jaime son hôte, le jeune homme se voit revêtu d’une armure hors du commun qui lui octroie des pouvoirs extraordinaires – et imprévisibles. Tout bascule alors pour Jaime qui devient le super-héros Blue Beetle …",2h 07min,4,Susan Sarandon (Second rôle - - Victoria Kord),239 733,528 993,104 000 000 $,72 488 072 $,56 800 000 $,129 288 072 $
22067,The Marvels,Adaptation BD,08/11/2023,10/11/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22067-20231104060423.jpg,"Carol Danvers, alias Captain Marvel, doit faire face aux conséquences imprévues de sa victoire contre les Krees. Des effets inattendus l’obligent désormais à assumer le fardeau d'un univers déstabilisé. Au cours d’une mission qui la propulse au sein d’un étrange vortex étroitement lié aux actions d’une révolutionnaire Kree, ses pouvoirs se mêlent à ceux de Kamala Khan - alias Miss Marvel, sa super-fan de Jersey City - et à ceux de sa « nièce », la Capitaine Monica Rambeau, désormais astronaute au sein du S.A.B.E.R. D’abord chaotique, ce trio improbable se retrouve bientôt obligé de faire équipe et d’apprendre à travailler de concert pour sauver l'univers. Un seul nom pour cela : ""The Marvels"" !",1h 45min,4,Samuel L. Jackson (Second rôle - - Nick Fury) | Kevin Feige (Producteur),369 007,771 705,220 000 000 $,84 500 223 $,121 636 602 $,206 136 825 $
21215,Aquaman et le Royaume perdu,Adaptation BD,20/12/2023,22/12/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-21215-20231215051124.jpg,"Black Manta, toujours hanté par le désir de venger son père, est maintenant plus puissant que jamais avec le légendaire Trident Noir entre ses mains. Pour l’anéantir, Aquaman doit s’associer à son frère Orm ancien roi d’Atlantide et actuellement emprisonné. Ensemble, ils devront surmonter leurs différences pour protéger leur royaume et sauver le monde d’une destruction irréversible.",1h 55min,3,Jason Momoa (Rôle principal - - Arthur Curry / Aquaman) | Nicole Kidman (Second rôle - - Altanna),552 105,2 079 674,205 000 000 $,124 481 226 $,309 900 000 $,434 381 226 $
23331,Madame Web,Adaptation BD,14/02/2024,14/02/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23331-20240210064107.jpg,"Cassandra Web est une ambulancière de Manhattan qui serait capable de voir dans le futur. Forcée de faire face à des révélations sur son passé, elle noue une relation avec trois jeunes femmes destinées à un avenir hors du commun... si toutefois elles parviennent à survivre à un présent mortel.",1h 57min,3,Non disponible,207 894,439 679,80 000 000 $,43 817 106 $,54 000 000 $,97 817 106 $
23458,Deadpool & Wolverine,Adaptation BD,24/07/2024,26/07/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-23458-20240719115953.jpg,"Après avoir échoué à rejoindre l’équipe des Avengers, Wade Wilson passe d’un petit boulot à un autre sans vraiment trouver sa voie. Jusqu’au jour où un haut gradé du Tribunal des Variations Anachroniques lui propose une mission digne de lui… à condition de voir son monde et tous ceux qu’il aime être anéantis.

Refusant catégoriquement, Wade endosse de nouveau le costume de Deadpool et tente de convaincre Wolverine de l’aider à sauver son univers…",2h 07min,3,Hugh Jackman (Rôle principal - - Logan / Wolverine) | Ryan Reynolds (Rôle principal - - Wade Wilson / Deadpool) | Chris Evans (Second rôle - - Johnny Storm) | Jennifer Garner (Second rôle - - Elektra) | Wesley Snipes (Second rôle - - Blade) | Channing Tatum (Second rôle - - Gambit) | Henry Cavill (Apparition - - Wolverine Variant) | Matthew McConaughey (Apparition - - Cowboy Deadpool) | Kevin Feige (Producteur),1 200 046,3 716 702,200 000 000 $,636 745 858 $,699 300 000 $,1 336 045 858 $
22624,Joker: Folie à Deux,Adaptation BD,02/10/2024,04/10/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-22624-20240928060920.jpg,"Arthur Fleck n’est plus seul. Le voilà entraîné dans une folie à deux. Plus que jamais, le monde est une comédie.",2h 19min,3,Joaquin Phoenix (Rôle principal - - Arthur Fleck / the Joker) | Brendan Gleeson (Second rôle - - Jackie Sullivan),601 995,1 018 724,190 000 000 $,58 300 287 $,143 300 000 $,201 600 287 $
22301,Kraven The Hunter,Adaptation BD,18/12/2024,13/12/2024,https://www.jpbox-office.com/cinema/images/posters/A-2024-22301-20241214115630.jpg,"KRAVEN THE HUNTER raconte la genèse sanglante et explosive de l’un des super-vilains les plus iconiques de l’univers Marvel.

Kraven, un homme dont la relation complexe avec son père, l’impitoyable Nikolai Kravinoff, l'entraine vers une vengeance aux conséquences brutales, l’appelant à devenir non seulement le plus grand chasseur du monde, mais aussi l'un des plus redoutés.",2h 07min,4,Russell Crowe (Rôle principal - - Nikolai Kravinoff) | Avi Arad (Producteur),158 001,413 203,120 000 000 $,25 026 310 $,31 200 000 $,56 226 310 $
23903,Captain America: Brave New World,Adaptation BD,12/02/2025,14/02/2025,https://www.jpbox-office.com/cinema/images/posters/A-2025-23903-20241112102320.jpg,"Peu après avoir fait la connaissance du nouveau président des Etats-Unis Thaddeus Ross, Sam Wilson se retrouve plongé au coeur d'un gigantesque incident international. Dans une lutte acharnée contre la montre, il se retrouve contraint de découvrir la raison de cet infâme complot avant que le véritable cerveau de l’opération ne mette bientôt le monde entier à feu et à sang…",1h 58min,4,Harrison Ford (Rôle principal - - Thaddeus “Thunderbolt” Ross) | Mark Ruffalo (Second rôle - - Betty Ross) | Liv Tyler (Second rôle - - Hulk) | Kevin Feige (Producteur),648 110,1 545 074,180 000 000 $,196 678 620 $,208 700 000 $,405 378 620 $
18785,Artemis Fowl,Adaptation Livre,12/06/2020,12/06/2020,https://www.jpbox-office.com/cinema/images/posters/18785-20181204071039-0.jpg,"Descendant d’une longue lignée de criminels, le jeune et richissime Artemis Fowl – 12 ans et déjà doté d’une intelligence hors du commun – s’apprête à livrer un éprouvant combat contre le Peuple des Fées, des créatures puissantes et mystérieuses qui vivent dans un monde souterrain et qui pourraient bien être à l’origine de la disparition de son père 2 ans plus tôt. Pour mener sa lutte à bien, il devra faire appel à toute sa force et à son ingéniosité diabolique, quitte à prendre en otage le capitaine Holly Short - une elfe réputée pour sa bravoure - et l’échanger contre une rançon en or. Pour le nain gaffeur et kleptomane Mulch Diggums – qui va tout tenter pour venir en aide à Holly – et la commandante Root, chef du F.A.R.F.A.DET (Forces Armées de Régulation et Fées Aériennes de DETection, le département de reconnaissance de la police des fées), la partie s’annonce plus que serrée …",1h 33min,4,Colin Farrell (Rôle principal - - Artemis Fowl I) | Judi Dench (Second rôle - - Commandante Root),,,Non disponible,,,
20163,Petit Pays,Adaptation Livre,28/08/2020,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/20163-20200215070528-0.jpg,"Dans les années 1990, un petit garçon vit au Burundi avec son père, un entrepreneur français, sa mère rwandaise et sa petite soeur. Il passe son temps à faire les quatre cents coups avec ses copains de classe jusqu'à ce que la guerre civile éclate mettant une fin à l'innocence de son enfance.",1h 53min,4,Jean-Paul Rouve (Rôle principal - - Michel),101 776,340 399,5 420 000 ,- $,2 590 629 $,2 590 629 $
20682,Les Apparences,Adaptation Livre,23/09/2020,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/20682-20200920052218-0.jpg,"Vienne, ses palais impériaux, son Danube bleu et… sa microscopique communauté française. Jeune couple en vue, Ève et Henri, parents d’un petit Malo, ont tout pour être heureux. Une vie apparemment sans fausse note, jusqu’au jour où Henri succombe au charme de l’institutrice de leur fils.",1h 50min,2,Karin Viard (Rôle principal - - Eve Monlibert),143 620,359 279,? ,- $,3 047 468 $,3 047 468 $
